Date,Soil_Temperature (°C),Rainfall_Amount (mm),Soil_pH,UV_Index (UVI),Season,Soil_Texture,Tillage_Practice,Bacillus_Bacteria_Count (CFU/g)
2022-05-18,27.871346474483566,116.46194411129953,7.963771914016038,10.664929849906738,Summer,Loamy,High,438007.69098361616
2022-05-19,26.479175279631736,51.120531037952674,5.831895210865621,9.771686237676208,Summer,Clay,No,352907.2970582347
2022-05-20,24.368437102970628,139.6135988405347,8.039356875203556,8.24297018124268,Summer,Sandy,High,420405.9865821843
2022-05-21,29.17779342083569,128.76191277645177,5.882465986995947,10.356399020036662,Summer,Loamy,High,330920.3687463541
2022-05-22,22.092407909780626,64.34910410625275,6.691861871681102,10.540236210557826,Summer,Loamy,High,376424.47226809355
2022-05-23,24.382169728028273,112.6306601687246,7.891886097338661,8.791992743865382,Summer,Sandy,No,418471.2335053042
2022-05-24,25.495427649405375,113.18143111270236,5.949752282046322,10.207146612000393,Monsoon,Sandy,No,384740.5899368042
2022-05-25,26.84104976325554,15.46858032538989,6.187754185697925,8.67218607836212,Summer,Sandy,Low,362924.2188464219
2022-05-26,31.777639420895206,135.382936001935,7.666757705179199,8.481548489363306,Summer,Sandy,High,411787.66298631585
2022-05-27,22.995106732375397,75.78785586717858,7.660109609638223,7.804725160367028,Monsoon,Clay,Low,482661.24995544757
2022-05-28,27.713516576204174,123.96861991616124,7.4234428986558925,9.279883035134054,Summer,Sandy,High,406821.8702146705
2022-05-29,28.886218532930638,48.00744015459176,7.5818453334013,2.744656158223811,Summer,Loamy,No,407872.72736268013
2022-05-30,20.696756190799967,134.32848427443008,7.128173330042788,10.689578351188214,Monsoon,Loamy,No,432621.62609729863
2022-05-31,29.113172778521573,58.38025181012447,6.255397176720859,10.590278805197553,Summer,Clay,No,385359.3395036515
2022-06-01,22.557861855309373,1.625647722044754,6.5370879805117585,1.3217201133801506,Summer,Loamy,High,350905.195060202
2022-06-02,20.97577389477919,135.80729646288955,6.044793150404277,10.08398425621239,Summer,Loamy,No,325597.7508250159
2022-06-03,34.2332830588,13.693001517920035,8.225351684000884,2.4175685422078974,Monsoon,Sandy,High,497692.73933676723
2022-06-04,34.484480496118394,47.89704563856223,7.250175384298362,4.686307396850561,Summer,Loamy,Low,404364.37123976304
2022-06-05,32.125960221746915,142.50929505762073,6.70255425029092,9.178590819207685,Summer,Clay,High,387021.07963874395
2022-06-06,24.56920653760056,142.5910720406334,6.886017410932398,2.7683588565313904,Monsoon,Sandy,Low,400245.18994708866
2022-06-07,21.46508171009576,86.01568321849291,8.341850018835446,9.997637265309685,Summer,Sandy,High,448870.43030249263
2022-06-08,30.263495397682355,94.77558182546989,5.9600542093482405,10.15347595753516,Monsoon,Clay,Low,406973.77038637904
2022-06-09,26.60228740609402,67.26682829674796,7.258689496050392,6.582145071369198,Monsoon,Sandy,No,445713.57805320097
2022-06-10,21.83057352267168,43.98161575470968,7.017666036653398,1.0702445888851693,Summer,Sandy,Low,369503.94346198335
2022-06-11,27.427653651669054,49.299681805487396,7.334362706303944,4.157419464924041,Monsoon,Clay,No,467010.5085757425
2022-06-12,20.515827816728276,100.87776841155576,5.554330551462521,7.7861961021331645,Monsoon,Sandy,No,346741.84678939934
2022-06-13,33.639806031181735,112.85617941565201,8.116371726832455,11.793047958301658,Summer,Clay,Low,475951.8154277819
2022-06-14,23.881699724000253,118.73685655887728,8.296354847450838,7.949948797183352,Monsoon,Clay,High,504448.786111468
2022-06-15,29.937834265309732,118.44272141918309,7.195399550767627,3.857839391705758,Monsoon,Loamy,High,432151.0305321793
2022-06-16,24.675666141341164,13.680915457303556,7.589952471630677,7.974062734095725,Summer,Loamy,High,420610.71441647416
2022-06-17,27.801020317667163,74.16304570538722,8.267498143531887,6.93983917687441,Summer,Sandy,High,449107.34044511436
2022-06-18,28.200654190149194,8.633814002496642,7.6217159029401955,9.578299346662579,Summer,Sandy,High,432116.6552137652
2022-06-19,22.772816832882906,82.42933234856034,5.957617128742784,2.1767870270965424,Monsoon,Clay,No,384804.9336759511
2022-06-20,34.54376941646838,66.22957520600656,7.228865080500439,9.371306927522308,Summer,Sandy,High,410499.3615451114
2022-06-21,31.626992350416717,133.15562741374495,7.3201451391485675,6.953932365437213,Monsoon,Clay,No,458240.15866957785
2022-06-22,34.09248412346284,52.6372518828118,6.772392013907158,11.59291204244894,Monsoon,Clay,No,465371.5275675037
2022-06-23,33.422410256414736,17.56005246414088,7.709332706874168,4.760593826425547,Monsoon,Sandy,No,476307.0633400392
2022-06-24,28.968499682166275,21.44875230792538,8.303101044307045,7.958840824473429,Monsoon,Clay,Low,530416.1430249246
2022-06-25,33.82811352534675,114.22659475762083,8.276705538720329,11.252309160610192,Monsoon,Loamy,Low,513056.08219338406
2022-06-26,21.327387530778793,92.73270949743916,6.852518114212396,2.127607007897472,Monsoon,Sandy,No,401242.0334884511
2022-06-27,22.93974293628718,15.168401418418537,5.839714137522265,11.309513359600963,Monsoon,Loamy,Low,398708.33224657323
2022-06-28,20.67840933365807,12.616020917249616,8.454523596887004,8.566742945308947,Summer,Sandy,High,467977.66944226203
2022-06-29,24.879954961448966,105.145369718868,8.016694259337802,1.746207650156891,Summer,Clay,High,431688.4805584201
2022-06-30,25.83015934534223,10.914450954629029,5.873988043609801,4.310599236414979,Monsoon,Sandy,No,376595.4034288718
2022-07-01,24.07023547660844,123.27900889355344,8.262525647852117,8.789892975098098,Monsoon,Loamy,High,486252.23948395276
2022-07-02,32.43106263727894,105.93633407347443,8.109689086186386,1.7408566161564887,Summer,Clay,No,444818.32333191717
2022-07-03,25.351299900403838,12.202317096284965,7.0565141713782165,7.403875061939006,Monsoon,Sandy,No,452655.83230062254
2022-07-04,24.21401764531071,12.725657112778787,7.2738263072347875,4.804713626482524,Summer,Sandy,High,397401.0988899284
2022-07-05,28.14044124737373,147.99593677517632,6.697008111610391,7.830070695442248,Summer,Sandy,Low,354597.5592066951
2022-07-06,22.113863374621438,56.14061936341805,5.664284916466094,1.5031623719376412,Summer,Loamy,High,298338.4437691645
2022-07-07,32.032954711310595,55.596322060033636,6.505591724937703,10.58690486767614,Monsoon,Loamy,High,432792.3942777718
2022-07-08,21.118259655196564,121.91993508862538,7.908560345794035,11.708378660951366,Monsoon,Sandy,No,474977.01536829205
2022-07-09,34.803304049007764,142.08728660757882,5.513896069013809,11.657656408142607,Summer,Clay,No,336123.3384989529
2022-07-10,31.58367153944986,147.90015957343064,6.500497515073432,9.246170149172173,Summer,Clay,No,378681.82598218694
2022-07-11,22.980735223012587,113.00672778884125,6.69450608077283,2.4309486414369514,Summer,Loamy,No,337426.7499544103
2022-07-12,20.082831756854034,56.43893782963737,7.112186808813769,9.340895155219249,Summer,Clay,Low,407824.7297471584
2022-07-13,32.23192142682251,12.525107504800314,8.259566849238281,1.2704560810468166,Summer,Loamy,Low,447557.3274016291
2022-07-14,30.602860157714257,116.57203738911552,6.5390379830978835,1.2433590668189698,Monsoon,Sandy,Low,392044.2306823707
2022-07-15,30.93510752061481,83.76063746037076,6.5408596056886825,4.559712410644954,Summer,Loamy,No,352293.6641489289
2022-07-16,31.569055200289185,63.633301387046444,7.712503744329245,6.375075094451323,Monsoon,Loamy,No,473289.22516950325
2022-07-17,21.110669776011356,135.9531577642104,6.856653822669422,9.474481595885726,Summer,Sandy,No,364680.8271608757
2022-07-18,25.37698592816409,16.679622345922702,6.173814468819946,8.516249142671558,Monsoon,Clay,Low,426010.2457889467
2022-07-19,21.738035892876944,73.89376564362887,6.85731854839808,5.904929770144232,Monsoon,Loamy,No,418765.1964517853
2022-07-20,32.946551388133905,1.7030467151128603,5.9225710611394,4.0098933290983245,Monsoon,Loamy,High,390461.6127192831
2022-07-21,29.34947190241337,70.29909629911894,6.02916095951867,11.968369501734824,Monsoon,Sandy,High,402127.49053695216
2022-07-22,24.963470372789736,8.445491352275603,6.9951033182184394,5.687994324595702,Monsoon,Clay,No,459836.4051913563
2022-07-23,20.953375254290354,17.82268744021079,6.756776348513643,5.965257267626431,Monsoon,Loamy,High,424032.10140752007
2022-07-24,24.664734825734932,17.628937016565732,8.244537703204301,2.799862033108361,Summer,Sandy,High,442135.4935654755
2022-07-25,24.877749830401207,97.38154531740953,6.5871816973499,9.742905036249223,Monsoon,Loamy,Low,417530.600719667
2022-07-26,30.944092675070962,111.9067318898135,7.241765050834131,8.630504483596376,Summer,Sandy,No,392037.4808245406
2022-07-27,29.563362070328196,87.50531476457394,7.396792863758591,3.4284657406763643,Monsoon,Clay,No,465520.5102421022
2022-07-28,33.3081911386449,144.32588227118129,5.539283369765001,1.9061915017742697,Monsoon,Clay,Low,360565.0038040987
2022-07-29,27.08322387742924,56.23058692855561,7.490612116050132,8.485492322821845,Summer,Clay,High,433673.2694779999
2022-07-30,21.793913689074525,42.85681294227911,6.034107900609254,8.199623357092488,Monsoon,Clay,High,409155.33575251745
2022-07-31,30.698671808344926,130.28986922841904,8.383210952408366,4.0058547969803024,Summer,Loamy,No,435204.1948593946
2022-08-01,31.411775729253463,33.5393757779179,5.945988183259339,11.459499184754513,Summer,Loamy,High,353566.9056344417
2022-08-02,28.419157963542446,144.4833809160917,6.743872371181071,2.6616368095899023,Summer,Clay,Low,363668.9792390106
2022-08-03,31.564507699318415,1.8231712034724512,5.756049004235932,5.755682811468621,Summer,Clay,Low,351713.24982653494
2022-08-04,27.40693394546586,145.48182400614584,8.490622755537842,11.379775121843588,Monsoon,Clay,No,524759.253014477
2022-08-05,27.840992440729913,6.473986792586417,7.006585030993728,5.6170004861873455,Monsoon,Loamy,Low,446893.2698449683
2022-08-06,26.413115275378246,133.67146705471066,7.286155051960131,8.02378542430494,Summer,Clay,Low,405903.5537529864
2022-08-07,20.381286901161427,79.15516636294498,5.701229432165283,5.373538377590737,Monsoon,Clay,No,378914.40705709124
2022-08-08,21.618371404899566,148.94471941789504,7.749881411197533,4.016367225835371,Monsoon,Clay,Low,461688.5944047477
2022-08-09,20.471437785301013,11.06948471030983,6.129716779286757,11.82375412755811,Summer,Sandy,Low,364013.2689638628
2022-08-10,29.546156168956706,83.07814266019811,8.194162868322142,5.502674069465473,Monsoon,Clay,Low,509894.48880406475
2022-08-11,24.7153397161449,145.39538034286485,6.115418921446022,10.83509124047048,Summer,Sandy,High,329209.1656719318
2022-08-12,27.62856036747054,78.46467662552232,6.072063161991,3.5295006648019482,Summer,Sandy,No,327881.4872117928
2022-08-13,33.613497108891394,94.40979572028938,5.609649003544285,3.3441517442759165,Monsoon,Clay,No,370694.9790551112
2022-08-14,23.739383437233123,104.36230334769257,6.916200835329998,1.3424749117296249,Monsoon,Sandy,No,402210.3594592148
2022-08-15,26.155743845534445,68.18115971516599,7.194523399787849,8.168335079134735,Monsoon,Clay,High,471044.954074029
2022-08-16,31.33326707814573,94.13371201260952,5.697125918285057,5.053789780961372,Summer,Loamy,High,309176.2293261392
2022-08-17,23.431972482374338,87.64714678846504,7.826582850085032,10.507940748236008,Summer,Loamy,No,427654.2314030564
2022-08-18,21.154698647431896,135.17370157364834,6.859866504244083,6.205308973607129,Monsoon,Loamy,High,408027.8135542125
2022-08-19,24.34627179370652,6.81695705121868,7.07317080798274,11.65012770706194,Monsoon,Loamy,No,465414.389464734
2022-08-20,22.418319308810066,42.14447843883455,6.822288240814684,3.0407806727343325,Monsoon,Sandy,High,415935.60772740544
2022-08-21,33.9454647851386,142.56172261148382,6.702289182625978,10.554854847511718,Monsoon,Clay,Low,439793.87647858757
2022-08-22,32.12180569346626,133.53956758363745,7.178920993924653,9.54256538070916,Summer,Clay,Low,414733.7165442611
2022-08-23,29.501056347656352,68.34851291785694,5.965720737792138,9.480140291084572,Monsoon,Clay,No,410525.08793798654
2022-08-24,33.07190885281577,93.01988967023051,6.045784391485814,10.292615509285763,Summer,Loamy,High,349819.289319105
2022-08-25,32.05508115348672,41.6071774471699,8.085356863040552,9.371263900372988,Summer,Loamy,High,460655.6117930497
2022-08-26,22.798550883290538,28.218173958564197,8.338346386400898,7.888423537945569,Monsoon,Clay,Low,529951.4405365223
2022-08-27,33.388384977349666,69.55476074099732,6.619927948839258,2.443693654506263,Monsoon,Loamy,Low,411433.716263756
2022-08-28,28.090133628734762,53.00283420390792,6.312234019430662,1.357787974403771,Monsoon,Clay,High,402195.6701144564
2022-08-29,32.111602327460936,87.5484167776308,7.4319986297170475,11.129326325972555,Summer,Clay,High,441765.5506830208
2022-08-30,33.441369498852396,11.660195544747726,6.7262025132942895,7.783153459728118,Monsoon,Clay,High,464064.7920024542
2022-08-31,24.77005212457796,146.15922114992497,5.576159066981035,9.76191020073794,Monsoon,Clay,High,369037.4792213053
2022-09-01,21.65077886791515,147.93161167194043,5.968457792098571,6.296745866638051,Summer,Clay,High,333093.56101125205
2022-09-02,23.419027438129124,104.72425710296177,7.647916686542192,2.290390078586339,Monsoon,Clay,High,459308.12286350585
2022-09-03,26.406616829393844,80.41445495161805,7.476771825730454,2.377043714228055,Summer,Clay,No,412946.3692880576
2022-09-04,32.27022148883739,46.429142442949164,5.581287977510451,8.541218159518685,Monsoon,Loamy,High,380675.99514456023
2022-09-05,32.910958748845154,122.0692529560423,6.165916485798848,5.73336484389409,Summer,Clay,Low,355619.67210985493
2022-09-06,20.10428195796786,102.70967588308189,6.1932243897642145,3.2057719937037037,Monsoon,Clay,No,384763.73017140594
2022-09-07,27.661209538663485,24.392540901733696,7.515678230796185,6.407540014155805,Monsoon,Loamy,High,468752.4481291971
2022-09-08,26.261165047231685,136.63907767407636,5.559131613263093,1.7062983078264748,Summer,Loamy,Low,282504.66166627186
2022-09-09,23.331617157060954,123.38058643847535,5.812325745953721,7.401685421058387,Summer,Loamy,No,315480.05611096986
2022-09-10,21.797980510005242,142.4699869937886,7.899748256119568,3.958927448786074,Monsoon,Clay,Low,469210.5755600262
2022-09-11,25.06422757105442,108.857926258254,6.035633986163001,9.77315010700907,Summer,Sandy,High,332604.60291945137
2022-09-12,34.14364555868779,92.01227939036848,7.458238323555625,4.413981548159311,Summer,Sandy,High,404393.5581472379
2022-09-13,24.848043980311328,62.73645544359283,6.21454834314018,6.007421639899813,Summer,Loamy,High,340177.1882291352
2022-09-14,27.781859326150492,139.909272503102,5.798324178278035,1.127825938989107,Summer,Sandy,High,294560.6533064498
2022-09-15,30.545284383427667,129.90958342506124,6.229516572998362,1.7969157657401476,Monsoon,Loamy,No,372894.44454680005
2022-09-16,25.45444403568941,6.782800515928411,7.666800795566978,5.317429120473533,Monsoon,Clay,No,497270.6017158744
2022-09-17,34.57673124081441,3.9550461745878005,8.067089404318857,6.279327181888359,Summer,Sandy,Low,456965.0977906957
2022-09-18,34.43670942413167,56.46950503170744,7.990659593700975,7.600226029312341,Summer,Clay,High,465498.0022903958
2022-09-19,23.776734437380462,121.58299961727494,6.691550588855364,4.208288365802336,Summer,Sandy,Low,343051.24231806584
2022-09-20,27.45872758838578,148.09141939724168,7.504255409711939,8.644800747391969,Summer,Clay,No,415144.99250349734
2022-09-21,24.513174647251546,22.562533665529227,6.114952886247463,10.46134636908125,Monsoon,Sandy,High,403675.56698659336
2022-09-22,24.272607415662016,89.11960730282027,6.379443190783039,9.578360877826848,Monsoon,Clay,High,420874.4129410015
2022-09-23,20.553304210317993,57.13362849465323,8.18900745556336,1.4358070788319286,Summer,Clay,No,444263.1434526875
2022-09-24,29.143465009698453,145.48715967219047,5.539005770532208,6.285576419836119,Summer,Sandy,No,298262.8633641249
2022-09-25,27.54018534843292,126.3178384703563,5.7565255925634045,2.1542319625999236,Summer,Clay,No,316865.50839959586
2022-09-26,20.77218126874984,125.74930570667068,6.123658765438082,3.6624951744878023,Monsoon,Clay,No,386082.92124823807
2022-09-27,24.179696963549173,70.30397396924555,5.579596611621459,11.853288525938611,Summer,Clay,No,349571.23059592524
2022-09-28,33.623988289499806,62.222925350649774,6.044306305269392,2.5674509719166454,Monsoon,Sandy,High,384297.1976897829
2022-09-29,23.593428360004587,41.011060789605935,7.249124682909077,6.487769687964917,Summer,Sandy,No,399259.58314819157
2022-09-30,22.173423081368348,8.456324497639066,6.7642736517774935,7.79971307749931,Monsoon,Clay,High,452419.9069975846
2022-10-01,27.341791404163445,129.708356438258,8.178015133230925,8.727114675985144,Summer,Clay,High,455970.7515227606
2022-10-02,34.78475681165901,121.93515136951163,7.952330685215323,7.156135518356055,Monsoon,Sandy,No,475326.5911590364
2022-10-03,23.630829072672505,149.95765099291958,6.525452055093628,1.1074793216110201,Summer,Sandy,No,322228.0270775499
2022-10-04,30.08203321108818,149.4955255610858,6.278270300293878,4.591074390683911,Summer,Clay,High,351971.01265343797
2022-10-05,31.424294229930766,83.31475584039411,6.639077224501801,6.694828077231826,Summer,Clay,No,389879.91481770296
2022-10-06,23.564563159885996,115.34811227707658,7.270884827544423,1.9665314905931668,Monsoon,Clay,No,437099.29020358814
2022-10-07,30.923245229177894,141.7148594823642,6.304190922468629,4.856896243300988,Summer,Loamy,No,332026.58603301155
2022-10-08,25.516746990788796,127.44710860161172,7.372446723547402,1.3652341967050323,Monsoon,Sandy,Low,425912.59606353706
2022-10-09,29.48458745890369,37.10221526147965,6.728234956573721,1.8643634687052282,Monsoon,Loamy,High,409742.8281892648
2022-10-10,29.50294566141342,67.58162029651403,7.1561415425559405,5.366156038217556,Summer,Sandy,Low,388766.0927012469
2022-10-11,28.036620261121378,19.373912272724247,6.80837958740595,2.459873294473664,Summer,Sandy,No,375478.8494290345
2022-10-12,21.354346550816125,143.10765408880835,6.383397278625753,7.242949330877139,Summer,Sandy,Low,332670.5062986748
2022-10-13,32.52953743383857,90.926195167632,8.34535992088647,8.584114660509922,Monsoon,Sandy,No,503140.78487347986
2022-10-14,24.811700974576038,34.296420825519405,7.790817382479283,9.80645369019991,Summer,Sandy,Low,437337.9906893585
2022-10-15,22.797777655997812,100.7551026608785,5.920339527299357,3.201652686692911,Monsoon,Sandy,No,361886.1164980517
2022-10-16,20.61162712332146,92.71923606868438,8.10540392769374,2.842308404849767,Monsoon,Sandy,Low,466767.7569383524
2022-10-17,28.863394147823627,53.72440770492607,6.962293594748541,2.150246243678403,Summer,Loamy,Low,369946.722157443
2022-10-18,30.163465427634236,17.03363882994435,8.183656680682274,8.000732744980004,Summer,Clay,Low,478784.16613207286
2022-10-19,20.248817433917843,100.73597933891995,7.8995657678419455,8.771232991355912,Summer,Clay,High,440894.84254411823
2022-10-20,27.681395874489215,78.046155135569,6.7756405134077005,1.3474475930820624,Summer,Loamy,Low,355689.1968352119
2022-10-21,23.39743662796907,115.8477587603459,5.567407924960352,11.298334708680589,Summer,Loamy,High,315086.7955074854
2022-10-22,29.677591856141746,78.02452516679901,6.306032078154838,1.5716841201661964,Summer,Loamy,No,330078.0792674288
2022-10-23,22.61549643507487,127.82722504778101,7.124902643982601,6.954259688311775,Monsoon,Loamy,Low,428054.4830197597
2022-10-24,30.36406607153699,82.78602581617284,7.400434659478442,8.799665713960081,Monsoon,Sandy,No,455350.6880542655
2022-10-25,25.801030194508062,84.14069573030794,6.273663056299607,10.580660361206942,Monsoon,Clay,No,423098.5482937902
2022-10-26,34.050949831051014,131.49804039875175,5.918068222218473,8.854956253456706,Summer,Sandy,Low,325493.824722321
2022-10-27,22.0628141621899,60.522429931859556,8.004790710397897,9.81900891376771,Monsoon,Clay,High,508584.63269046886
2022-10-28,25.115995265753877,20.10228426759611,8.453206542110657,4.733952117970867,Monsoon,Clay,Low,528215.8478604134
2022-10-29,21.702102818608836,4.3174014470008455,7.0770705469080575,9.963076251211634,Monsoon,Loamy,No,454698.19249406154
2022-10-30,33.87040427417844,113.27058835104285,6.01503785754491,1.8812633102314265,Monsoon,Sandy,No,364268.2528821923
2022-10-31,33.160090300714714,93.0464327030197,6.316921979558106,10.842983216665804,Monsoon,Loamy,Low,414383.2574889696
2022-11-01,23.869124415727335,105.61196521488354,5.5551720296424,7.023516137691098,Summer,Sandy,High,297023.66577299056
2022-11-02,29.899760690512686,31.94462422633661,8.242896419681497,9.99027546958743,Summer,Clay,High,488245.55143940664
2022-11-03,32.25833300301824,20.455721338015465,5.853253248670423,5.975501129701302,Monsoon,Loamy,No,393222.7988979757
2022-11-04,28.328012173991937,2.181699850182289,7.229549426542761,8.079354647161775,Monsoon,Loamy,No,462004.89574408997
2022-11-05,27.944758675340097,52.58813382098955,6.322165662061618,6.7904292702972455,Monsoon,Clay,High,424079.09664225817
2022-11-06,23.627784363506777,88.48765302819496,7.1625340075473805,9.04748473930865,Summer,Clay,Low,409988.5111337509
2022-11-07,21.396541517088487,58.836606764959846,7.454261165055593,1.8979298023364852,Summer,Clay,No,403103.1717269262
2022-11-08,33.458236369299904,65.62123830355937,7.9892254111216054,1.6638729238962018,Monsoon,Loamy,High,473645.6230653081
2022-11-09,33.506270857449955,135.62380417406226,6.119263815281809,3.718135574111611,Summer,Sandy,No,326416.31010167627
2022-11-10,29.49652185909902,52.23832005349505,5.5329874859754415,2.7549914812450718,Summer,Loamy,Low,304923.0950127421
2022-11-11,25.08544686573051,77.09842337397161,5.910656890206422,10.589619232514218,Monsoon,Sandy,High,382980.0635449515
2022-11-12,25.238143619189913,117.54795191117147,8.200055925544316,3.4113538609384877,Summer,Loamy,No,425436.8059939247
2022-11-13,30.88933518305359,59.481417348190526,8.121670232687546,11.734517814010445,Summer,Loamy,Low,460590.9702386765
2022-11-14,33.45665389928865,93.31300503418102,7.2922393065109254,4.7058537094821755,Monsoon,Clay,No,466940.812963892
2022-11-15,33.306296363976756,129.35455631201177,7.30155058130096,3.003297072575692,Summer,Sandy,Low,382325.0205721998
2022-11-16,31.698133187864357,142.42809354864633,7.495110023638766,9.686683578567271,Summer,Loamy,Low,407624.9508441546
2022-11-17,29.630474692314316,22.06102213935569,6.0261138358703485,8.245785530509638,Monsoon,Loamy,High,397313.9105014597
2022-11-18,21.262099474925733,138.98814377422417,8.24323583777488,6.480152880984528,Summer,Clay,Low,441740.3185831647
2022-11-19,22.424430711419205,73.81744396193073,6.75631157467622,7.108999060313944,Summer,Clay,No,391523.7703987518
2022-11-20,33.47831282790619,38.73665824484375,6.649415584748493,8.911219560994901,Monsoon,Sandy,Low,432220.28656689444
2022-11-21,29.09643589489385,68.8703634357392,7.056753115848513,3.513002154644286,Monsoon,Loamy,Low,433473.5466440082
2022-11-22,20.137955774249445,147.00488629282157,5.640897900325165,11.959673076624162,Monsoon,Sandy,High,358980.01982705854
2022-11-23,21.522073142990482,73.89271409893044,5.998850106268238,11.722724783614614,Summer,Loamy,Low,338212.1004580995
2022-11-24,29.952526536620837,49.31274154312623,7.714100849279111,8.153582549816306,Monsoon,Sandy,Low,476248.790368937
2022-11-25,20.075923757693282,95.01012814750887,5.74839600377538,3.1949669602205963,Summer,Clay,No,315167.2399046797
2022-11-26,22.41212077126248,36.02184281672896,7.309456328399165,8.482510666744204,Monsoon,Loamy,High,460384.4739283609
2022-11-27,28.231006840498793,11.379499216299587,6.236047329043963,1.7941824987709343,Summer,Sandy,High,342281.5231890321
2022-11-28,30.3784279653904,19.331958286597384,6.667886842125929,1.3371775242638666,Monsoon,Clay,High,432872.25366708817
2022-11-29,29.779418892539006,19.206875843665866,6.3660812103121,3.8345117736233503,Monsoon,Clay,Low,423877.70217098255
2022-11-30,23.3640396419084,22.78540402684415,6.567018149394848,6.088852524132479,Monsoon,Sandy,High,411895.0423843453
2022-12-01,30.68268832021304,20.82407589741152,7.657137715552737,10.550997559492187,Monsoon,Loamy,Low,490906.26356876816
2022-12-02,23.558736312452,96.13121172048218,6.391365146869525,8.998859767429387,Summer,Loamy,Low,347197.80843923136
2022-12-03,24.880995472389017,27.282012659871725,7.199213920890692,9.169771733199791,Monsoon,Clay,No,480249.40654837195
2022-12-04,31.197371076770363,51.85009249857948,6.928151206597299,5.6804266789288285,Monsoon,Loamy,No,432980.162806459
2022-12-05,29.74449348570822,134.51826148590177,7.491013496087945,4.805284918016592,Summer,Loamy,No,390555.40642479283
2022-12-06,32.738351157412666,71.09424603943086,8.310489217974274,5.08142639283063,Monsoon,Loamy,No,499028.30631156365
2022-12-07,29.86419338450515,100.13366077815408,7.697716291630751,11.864145201096637,Summer,Clay,No,449756.98854535935
2022-12-08,28.524629050032075,25.847980680244476,6.14482113577227,1.4412011055373073,Monsoon,Sandy,Low,389868.27274980175
2022-12-09,21.40512151742139,28.843352821300616,5.593549405183854,10.537346457346935,Monsoon,Loamy,Low,377379.7717965778
2022-12-10,25.515737045891502,6.1302924399718295,6.286792132899476,7.365429494296327,Monsoon,Clay,High,426607.5907236586
2022-12-11,23.978035515225884,25.340259460824683,7.285233792100764,5.824769611085495,Summer,Clay,Low,421714.7554771249
2022-12-12,23.659844650686253,41.78855085479379,5.654277440452751,8.977834264566502,Monsoon,Sandy,Low,371465.35222476337
2022-12-13,34.59515832128668,26.551572641512024,6.9890987416037085,6.353358355671731,Monsoon,Loamy,No,443109.23238749825
2022-12-14,25.896465870001407,13.305380063558342,7.290528546750668,10.607655618898265,Monsoon,Loamy,Low,474292.20558829035
2022-12-15,33.3806983276567,18.095380665090122,6.502731672450882,10.907720504123844,Summer,Sandy,No,390356.7562449
2022-12-16,29.467079389958943,69.11681520490886,7.812736611237465,5.63893019560801,Summer,Sandy,High,427998.42742181214
2022-12-17,31.922169553124725,30.950057760868876,5.819794759401315,4.045105769585567,Monsoon,Clay,High,398635.9977599958
2022-12-18,27.539556396577883,54.64047915721132,5.725413345207427,7.515853614526985,Summer,Clay,Low,345752.2639805777
2022-12-19,28.653558269395386,75.51259062822854,7.68456626861081,11.0359968017836,Monsoon,Sandy,High,477570.71353883226
